ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable,sequence_length,isoelectric_point,gravy_score,instability_index,molecular_weight_kda,aromaticity,helix_fraction,turn_fraction,sheet_fraction,pct_asn,pct_met,pct_cys,pct_trp,pct_his,charge_at_pH_5.0,dist_from_pI_at_pH_5.0,charge_at_pH_5.5,dist_from_pI_at_pH_5.5,charge_at_pH_6.0,dist_from_pI_at_pH_6.0,charge_at_pH_6.5,dist_from_pI_at_pH_6.5,charge_at_pH_7.0,dist_from_pI_at_pH_7.0,charge_at_pH_7.4,dist_from_pI_at_pH_7.4,agg_mean,agg_min,agg_max,agg_std,agg_hotspots,agg_hotspot_frac,buffer_mol_weight,buffer_logp,buffer_hbd,buffer_hba,buffer_tpsa,buffer_rotbonds,sugar_mol_weight,sugar_logp,sugar_hbd,sugar_hba,sugar_tpsa,sugar_rotbonds,surfactant_mol_weight,surfactant_logp,surfactant_hbd,surfactant_hba,surfactant_tpsa,surfactant_rotbonds,amino_acid_mol_weight,amino_acid_logp,amino_acid_hbd,amino_acid_hba,amino_acid_tpsa,amino_acid_rotbonds,buffer_encoded,sugar_encoded,surfactant_encoded,amino_acid_encoded,protein_id_encoded,sug_x_instability,sur_x_gravy,buf_x_asn,sug_x_cys,high_temp_flag,agg_x_temp,agg_x_gravy,hotspot_x_sug,dist_from_pI_formulation,ph_risk_flag
7.0,4,0.5,1.0,0.5714285714285714,0.5,0.1549,0.5272,0.1213,0.7505,1,0.741,0.2606,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.20512820512820512,0.4490556353931432,0.22101723413198826,0.06348946519187149,0.24528704888071207,0.0,0.42471146103605617,0.11087517373239159,0.3855627131489201,0.320097244732577,0.0
7.4,25,0.5,0.5,0.49999999999999994,0.25,0.2969,0.418,0.0659,0.7381,0,0.719,0.2749,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.0,0.0,0.17789072426937735,0.0,0.6666666666666666,0.0,1.0,0.25,0.20512820512820512,0.2601775816054199,0.1989071038251366,0.06348946519187149,0.15742603815991632,0.0,0.42471146103605617,0.11087517373239159,0.2526525198938992,0.2552674230145867,0.0
6.5,4,1.0,1.0,1.0,0.25,0.1257,0.576,0.1177,0.7471,1,0.7601,0.2615,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041158075254717,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.20512820512820512,0.4490556353931432,0.3536780159730979,0.1058157753197858,0.24528704888071207,0.0,0.42471146103605617,0.11087517373239159,0.3855627131489201,0.4011345218800648,0.0
6.5,25,1.0,1.0,0.49999999999999994,0.25,0.2049,0.4247,0.0225,0.8273,1,0.7613,0.2202,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.5,0.0,0.20512820512820512,0.4490556353931432,0.1989071038251366,0.1058157753197858,0.24528704888071207,0.0,0.42471146103605617,0.11087517373239159,0.3855627131489201,0.4011345218800648,0.0
6.0,40,0.0,0.5,1.0,0.25,0.3213,0.5978,0.2214,0.5795,0,0.6174,0.3884,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.2873097599757705,0.3666666666666667,0.6666666666666667,0.4,0.4276663146779303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.0,0.20512820512820512,0.2601775816054199,0.3536780159730979,0.021163155063957162,0.15742603815991632,1.0,0.5992663505412901,0.11087517373239159,0.2526525198938992,0.4821717990275527,0.0
5.0,40,0.0,0.0,0.5714285714285714,0.0,0.3449,0.5358,0.1287,0.6007,0,0.6638,0.3571,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791485927569859,0.9478260869565217,0.0,0.7999999999999998,0.3994917407878018,0.6,0.6666666666666666,1.0,0.0,0.75,0.20512820512820512,0.0712995278176966,0.22101723413198826,0.021163155063957162,0.0695650274391206,1.0,0.5992663505412901,0.11087517373239159,0.11974232663887838,0.6442463533225283,0.0
7.0,40,1.0,0.5,1.0,0.25,0.3658,0.5911,0.206,0.579,0,0.6631,0.397,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.0,0.0,0.17789072426937735,0.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.20512820512820512,0.2601775816054199,0.3536780159730979,0.1058157753197858,0.15742603815991632,1.0,0.5992663505412901,0.11087517373239159,0.2526525198938992,0.320097244732577,0.0
5.0,4,0.0,0.0,0.0,0.5,0.1667,0.4887,0.0,0.8071,0,0.8285,0.218,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041158075254717,0.7391304347826086,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.20512820512820512,0.0712995278176966,0.04413619167717528,0.021163155063957162,0.0695650274391206,0.0,0.42471146103605617,0.11087517373239159,0.11974232663887838,0.6442463533225283,0.0
6.5,25,1.0,0.5,0.49999999999999994,0.0275,0.0895,0.2287,0.0478,0.8938,0,0.8639,0.1208,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.6666666666666666,1.0,0.5,0.5,0.20512820512820512,0.2601775816054199,0.1989071038251366,0.1058157753197858,0.15742603815991632,0.0,0.42471146103605617,0.11087517373239159,0.2526525198938992,0.4011345218800648,0.0
7.0,4,1.0,1.0,0.5714285714285714,0.25,0.3064,0.3636,0.1104,0.7528,1,0.7537,0.2696,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.20512820512820512,0.4490556353931432,0.22101723413198826,0.1058157753197858,0.24528704888071207,0.0,0.42471146103605617,0.11087517373239159,0.3855627131489201,0.320097244732577,0.0
5.0,25,1.0,0.5,1.0,0.0,0.1067,0.418,0.0,0.837,0,0.814,0.1756,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44874407343891864,0.7739130434782608,0.0,0.6000000000000001,0.3707750952986023,0.44999999999999996,0.6666666666666666,0.6666666666666666,0.5,0.75,0.20512820512820512,0.2601775816054199,0.3536780159730979,0.1058157753197858,0.15742603815991632,0.0,0.42471146103605617,0.11087517373239159,0.2526525198938992,0.6442463533225283,0.0
6.5,40,0.0,0.5,0.0,0.05,0.3748,0.3464,0.1234,0.6887,0,0.7045,0.3039,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.6666666666666666,0.0,0.5,0.5,0.20512820512820512,0.2601775816054199,0.04413619167717528,0.021163155063957162,0.15742603815991632,1.0,0.5992663505412901,0.11087517373239159,0.2526525198938992,0.4011345218800648,0.0
7.0,25,1.0,0.0,0.2857142857142857,0.05,0.2549,0.3373,0.1043,0.775,0,0.818,0.2372,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.3333333333333333,1.0,0.0,0.5,0.20512820512820512,0.0712995278176966,0.13257671290458173,0.1058157753197858,0.0695650274391206,0.0,0.42471146103605617,0.11087517373239159,0.11974232663887838,0.320097244732577,0.0
5.5,4,0.0,0.0,0.5714285714285714,0.0,0.2204,0.5456,0.1303,0.7277,0,0.7443,0.2932,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.2873097599757705,0.3666666666666667,0.6666666666666667,0.4,0.4276663146779303,0.0,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,1.0,0.6666666666666666,0.0,0.75,0.20512820512820512,0.0712995278176966,0.22101723413198826,0.021163155063957162,0.0695650274391206,0.0,0.42471146103605617,0.11087517373239159,0.11974232663887838,0.5632090761750406,0.0
7.4,40,1.0,0.5,0.0,0.625,0.2482,0.6241,0.3093,0.6261,1,0.6426,0.3787,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.0,0.0,0.17789072426937735,0.0,0.0,0.6666666666666666,0.5,0.25,0.20512820512820512,0.2601775816054199,0.04413619167717528,0.1058157753197858,0.15742603815991632,1.0,0.5992663505412901,0.11087517373239159,0.2526525198938992,0.2552674230145867,0.0
7.0,25,0.0,0.0,0.0,1.0,0.135,0.4899,0.1063,0.7618,1,0.7659,0.2384,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4347826086956521,0.0,0.0,0.17789072426937735,0.0,0.3333333333333333,1.0,1.0,0.25,0.20512820512820512,0.0712995278176966,0.04413619167717528,0.021163155063957162,0.0695650274391206,0.0,0.42471146103605617,0.11087517373239159,0.11974232663887838,0.320097244732577,0.0
5.0,25,1.0,0.0,0.2857142857142857,0.0,0.4409,0.4071,0.0095,0.7008,0,0.7156,0.3171,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.6666666666666666,0.3333333333333333,0.0,0.75,0.20512820512820512,0.0712995278176966,0.13257671290458173,0.1058157753197858,0.0695650274391206,0.0,0.42471146103605617,0.11087517373239159,0.11974232663887838,0.6442463533225283,0.0
6.5,25,0.5,0.0,0.5714285714285714,0.0,0.1863,0.4042,0.0146,0.8253,0,0.79,0.2059,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.7200726887256759,0.0,0.6666666666666667,0.4,0.5776135163674763,0.6000000000000001,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7479067890648646,1.0,0.0,1.0,0.4993646759847521,0.75,0.6666666666666666,1.0,0.0,0.75,0.20512820512820512,0.0712995278176966,0.22101723413198826,0.06348946519187149,0.0695650274391206,0.0,0.42471146103605617,0.11087517373239159,0.11974232663887838,0.4011345218800648,0.0
5.0,4,0.5,0.5,0.49999999999999994,0.0,0.0808,0.5287,0.0,0.7853,0,0.7966,0.2028,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,1.0000000000000002,0.5,1.0,1.0,1.0,1.0,0.9999999999999998,0.4545454545454546,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44874407343891864,0.7739130434782611,0.0,0.6000000000000001,0.3707750952986022,0.44999999999999996,0.3333333333333333,0.6666666666666666,0.5,0.75,0.20512820512820512,0.2601775816054199,0.1989071038251366,0.06348946519187149,0.15742603815991632,0.0,0.42471146103605617,0.11087517373239159,0.2526525198938992,0.6442463533225283,0.0
5.5,40,1.0,0.5,0.2857142857142857,0.0,0.4815,0.6042,0.1662,0.5608,0,0.6018,0.4386,0,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.2873097599757705,0.3666666666666667,0.6666666666666667,0.4,0.4276663146779303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549581357812973,0.37391304347826115,0.3999999999999999,0.6000000000000001,0.5710292249047013,0.55,1.0,0.0,0.0,0.75,0.20512820512820512,0.2601775816054199,0.13257671290458173,0.1058157753197858,0.15742603815991632,1.0,0.5992663505412901,0.11087517373239159,0.2526525198938992,0.5632090761750406,0.0
5.5,4,1.0,1.0,1.0,0.5,0.1399,0.4935,0.1063,0.7746,1,0.776,0.2386,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.0,1.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041158075254717,0.7391304347826086,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.20512820512820512,0.4490556353931432,0.3536780159730979,0.1058157753197858,0.24528704888071207,0.0,0.42471146103605617,0.11087517373239159,0.3855627131489201,0.5632090761750406,0.0
6.5,25,0.5,0.5,0.49999999999999994,0.5,0.3071,0.5016,0.112,0.7134,0,0.7222,0.3122,1,0.1071789686552073,0.6608467243510507,0.5768383971818583,0.27966340540322915,0.11289013502545564,0.6354109211252069,0.8579154375614553,0.1628555493586168,0.6337943475646423,0.10581577531978581,0.6692652151054225,0.21662169618090982,0.3759242336130265,0.4688348448963087,0.3832671767435617,0.6420417482061318,0.5093140431937446,0.5947193500738551,0.535466604153236,0.5738691516210445,0.5427548322990682,0.529777206512425,0.5791207485014689,0.473621103117506,0.6040615579882596,0.3611757857974389,0.5992663505412901,0.40282156368221944,0.4169649636620023,0.6805335026992696,0.7105263157894737,0.3689433741973147,0.2873097599757705,0.3666666666666667,0.6666666666666667,0.4,0.4276663146779303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041158075254717,0.7391304347826086,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.20512820512820512,0.2601775816054199,0.1989071038251366,0.06348946519187149,0.15742603815991632,0.0,0.42471146103605617,0.11087517373239159,0.2526525198938992,0.4011345218800648,0.0
