protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score,composite_stability_score,stable,sequence_length,isoelectric_point,gravy_score,instability_index,molecular_weight_kda,aromaticity,helix_fraction,turn_fraction,sheet_fraction,pct_asn,pct_met,pct_cys,pct_trp,pct_his,charge_at_pH_5.0,dist_from_pI_at_pH_5.0,charge_at_pH_5.5,dist_from_pI_at_pH_5.5,charge_at_pH_6.0,dist_from_pI_at_pH_6.0,charge_at_pH_6.5,dist_from_pI_at_pH_6.5,charge_at_pH_7.0,dist_from_pI_at_pH_7.0,charge_at_pH_7.4,dist_from_pI_at_pH_7.4,agg_mean,agg_min,agg_max,agg_std,agg_hotspots,agg_hotspot_frac,buffer_mol_weight,buffer_logp,buffer_hbd,buffer_hba,buffer_tpsa,buffer_rotbonds,sugar_mol_weight,sugar_logp,sugar_hbd,sugar_hba,sugar_tpsa,sugar_rotbonds,surfactant_mol_weight,surfactant_logp,surfactant_hbd,surfactant_hba,surfactant_tpsa,surfactant_rotbonds,amino_acid_mol_weight,amino_acid_logp,amino_acid_hbd,amino_acid_hba,amino_acid_tpsa,amino_acid_rotbonds,buffer_encoded,sugar_encoded,surfactant_encoded,amino_acid_encoded,protein_id_encoded,sug_x_instability,sur_x_gravy,buf_x_asn,sug_x_cys,high_temp_flag,agg_x_temp,agg_x_gravy,hotspot_x_sug,dist_from_pI_formulation,ph_risk_flag
B7U540,citric acid,sorbitol,poloxamer 188,methionine,6.5,25,10.0,300.0,0.03,1.0,0.3779,0.2861,0.1708,0.7543,1,0.7087,0.2894,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,1,1,0,2,12,12734.1,0.00297,32.333,692.8499999999999,0,-0.0,0.0053559,22.86,0.74,0
B7U540,phosphoric acid,sorbitol,polysorbate 20,proline,7.0,40,10.0,100.0,0.08,150.0,0.3748,0.5032,0.4899,0.5723,1,0.5696,0.4406,0,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,3,1,1,4,12,4244.700000000001,0.00792,32.333,230.95,1,-0.0541,0.0053559,7.62,1.24,0
B7U540,phosphoric acid,sorbitol,poloxamer 188,proline,6.0,25,30.0,100.0,0.03,150.0,0.5773,0.3749,0.2722,0.6208,1,0.5705,0.4286,0,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,3,1,0,4,12,4244.700000000001,0.00297,96.999,230.95,0,-0.0,0.0053559,7.62,0.24,1
B7U540,acetic acid,sorbitol,poloxamer 188,glycine,7.4,40,50.0,100.0,0.05,125.0,0.4907,0.5154,0.4472,0.4929,1,0.5121,0.4905,0,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,60.05,-0.2,1.0,2.0,37.3,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,0,1,0,1,12,4244.700000000001,0.00495,161.665,230.95,1,-0.0541,0.0053559,7.62,1.64,0
B7U540,citric acid,mannitol,poloxamer 188,arginine,7.4,4,10.0,100.0,0.03,50.0,0.288,0.3759,0.2926,0.722,0,0.685,0.3107,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,1,0,0,0,12,4244.700000000001,0.00297,32.333,230.95,0,-0.0,0.0053559,7.62,1.64,0
B7U540,histidine,sorbitol,polysorbate 20,glycine,7.4,25,30.0,100.0,0.01,50.0,0.2157,0.2601,0.2712,0.7388,0,0.7746,0.2452,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,2,1,1,1,12,4244.700000000001,0.00099,96.999,230.95,0,-0.0,0.0053559,7.62,1.64,0
B7U540,histidine,sucrose,poloxamer 188,glycine,7.0,40,10.0,300.0,0.01,50.0,0.2707,0.4512,0.4117,0.6204,1,0.6307,0.3653,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,2,2,0,1,12,12734.1,0.00099,32.333,692.8499999999999,1,-0.0541,0.0053559,22.86,1.24,0
B7U540,citric acid,sorbitol,poloxamer 188,none,5.5,4,50.0,100.0,0.03,0.0,0.6106,0.4204,0.1328,0.5673,0,0.5773,0.4314,0,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,1,1,0,3,12,4244.700000000001,0.00297,161.665,230.95,0,-0.0,0.0053559,7.62,0.26,1
B7U540,phosphoric acid,sorbitol,poloxamer 188,arginine,7.4,25,30.0,200.0,0.05,150.0,0.2796,0.3963,0.3869,0.6679,1,0.6069,0.3438,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,1,0,0,12,8489.400000000001,0.00495,96.999,461.9,0,-0.0,0.0053559,15.24,1.64,0
B7U540,phosphoric acid,mannitol,polysorbate 80,arginine,6.0,4,30.0,200.0,0.045,50.0,0.4159,0.3698,0.2252,0.6806,0,0.671,0.3474,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,0,2,0,12,8489.400000000001,0.004455,96.999,461.9,0,-0.0,0.0053559,15.24,0.24,1
B7U540,phosphoric acid,mannitol,polysorbate 80,methionine,5.0,25,10.0,300.0,0.045,1.0,0.2938,0.2272,0.2624,0.7544,1,0.7086,0.2635,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,3,0,2,2,12,12734.1,0.004455,32.333,692.8499999999999,0,-0.0,0.0053559,22.86,0.76,0
B7U540,acetic acid,sucrose,polysorbate 80,none,6.5,4,50.0,300.0,0.01,0.0,0.132,0.3968,0.272,0.7771,1,0.7267,0.2469,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,0,2,2,3,12,12734.1,0.00099,161.665,692.8499999999999,0,-0.0,0.0053559,22.86,0.74,0
B7U540,acetic acid,mannitol,polysorbate 80,arginine,5.0,4,50.0,300.0,0.045,100.0,0.212,0.3428,0.2691,0.7871,1,0.7021,0.2606,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,60.05,-0.2,1.0,2.0,37.3,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,0,0,2,0,12,12734.1,0.004455,161.665,692.8499999999999,0,-0.0,0.0053559,22.86,0.76,0
B7U540,histidine,sorbitol,polysorbate 80,arginine,5.0,40,30.0,200.0,0.01,150.0,0.3165,0.393,0.2906,0.6384,1,0.6545,0.3387,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,2,1,2,0,12,8489.400000000001,0.00099,96.999,461.9,1,-0.0541,0.0053559,15.24,0.76,0
B7U540,phosphoric acid,sorbitol,poloxamer 188,arginine,7.0,40,30.0,200.0,0.03,100.0,0.303,0.4884,0.5064,0.5865,0,0.5799,0.4125,0,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,1,0,0,12,8489.400000000001,0.00297,96.999,461.9,1,-0.0541,0.0053559,15.24,1.24,0
B7U540,histidine,trehalose,polysorbate 80,methionine,7.4,25,10.0,300.0,0.08,5.5,0.0851,0.1362,0.2493,0.8917,1,0.8548,0.1372,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,2,3,2,2,12,12734.1,0.00792,32.333,692.8499999999999,0,-0.0,0.0053559,22.86,1.64,0
B7U540,phosphoric acid,mannitol,polysorbate 20,arginine,7.4,40,10.0,200.0,0.08,100.0,0.2626,0.4669,0.4916,0.6199,0,0.5963,0.3842,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,3,0,1,0,12,8489.400000000001,0.00792,32.333,461.9,1,-0.0541,0.0053559,15.24,1.64,0
B7U540,histidine,sorbitol,polysorbate 20,glycine,5.5,40,10.0,200.0,0.08,50.0,0.5942,0.3764,0.2499,0.5342,0,0.539,0.445,0,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,2,1,1,1,12,8489.400000000001,0.00792,32.333,461.9,1,-0.0541,0.0053559,15.24,0.26,1
B7U540,phosphoric acid,sorbitol,polysorbate 80,proline,6.5,4,50.0,200.0,0.08,50.0,0.3343,0.3498,0.241,0.6717,0,0.6874,0.3175,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,3,1,2,4,12,8489.400000000001,0.00792,161.665,461.9,0,-0.0,0.0053559,15.24,0.74,0
B7U540,citric acid,sucrose,polysorbate 80,arginine,7.4,40,10.0,200.0,0.045,50.0,0.1076,0.4798,0.3447,0.6706,0,0.7189,0.29,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,1,2,2,0,12,8489.400000000001,0.004455,32.333,461.9,1,-0.0541,0.0053559,15.24,1.64,0
B7U540,phosphoric acid,sorbitol,poloxamer 188,methionine,5.0,4,30.0,100.0,0.03,10.0,0.4143,0.2427,0.2478,0.7155,0,0.7132,0.3123,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,149.21,-1.9,2.0,4.0,88.6,4.0,3,1,0,2,12,4244.700000000001,0.00297,96.999,230.95,0,-0.0,0.0053559,7.62,0.76,0
B7U540,histidine,sorbitol,polysorbate 80,glycine,7.4,40,50.0,200.0,0.08,200.0,0.3597,0.3781,0.3707,0.6137,1,0.6316,0.3709,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,2,1,2,1,12,8489.400000000001,0.00792,161.665,461.9,1,-0.0541,0.0053559,15.24,1.64,0
B7U540,citric acid,trehalose,polysorbate 80,arginine,7.4,4,30.0,300.0,0.01,100.0,0.0,0.3831,0.2698,0.8112,1,0.7838,0.1889,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,1,3,2,0,12,12734.1,0.00099,96.999,692.8499999999999,0,-0.0,0.0053559,22.86,1.64,0
B7U540,histidine,trehalose,poloxamer 188,glycine,5.0,4,50.0,100.0,0.03,50.0,0.2391,0.2544,0.1412,0.803,0,0.7678,0.2167,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,2,3,0,1,12,4244.700000000001,0.00297,161.665,230.95,0,-0.0,0.0053559,7.62,0.76,0
B7U540,acetic acid,trehalose,poloxamer 188,arginine,5.0,4,30.0,300.0,0.05,50.0,0.1829,0.3871,0.2262,0.7786,1,0.7591,0.2513,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,0,3,0,0,12,12734.1,0.00495,96.999,692.8499999999999,0,-0.0,0.0053559,22.86,0.76,0
B7U540,histidine,trehalose,polysorbate 20,proline,7.4,40,30.0,200.0,0.01,150.0,0.1623,0.3948,0.3484,0.6989,1,0.6868,0.286,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,2,3,1,4,12,8489.400000000001,0.00099,96.999,461.9,1,-0.0541,0.0053559,15.24,1.64,0
B7U540,citric acid,mannitol,polysorbate 80,arginine,7.0,4,30.0,100.0,0.01,100.0,0.125,0.3787,0.2631,0.7758,0,0.7338,0.238,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,1,0,2,0,12,4244.700000000001,0.00099,96.999,230.95,0,-0.0,0.0053559,7.62,1.24,0
B7U540,citric acid,sorbitol,polysorbate 80,proline,7.0,4,30.0,100.0,0.08,50.0,0.2468,0.3918,0.2647,0.7345,0,0.691,0.2925,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,115.13,-2.5,2.0,3.0,49.3,1.0,1,1,2,4,12,4244.700000000001,0.00792,96.999,230.95,0,-0.0,0.0053559,7.62,1.24,0
B7U540,citric acid,sucrose,poloxamer 188,none,6.5,4,10.0,200.0,0.01,0.0,0.3053,0.3629,0.1753,0.7576,0,0.7261,0.2827,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,1,2,0,3,12,8489.400000000001,0.00099,32.333,461.9,0,-0.0,0.0053559,15.24,0.74,0
B7U540,histidine,sucrose,polysorbate 80,arginine,7.4,40,50.0,200.0,0.045,150.0,0.106,0.3758,0.3863,0.6891,1,0.7096,0.2695,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,155.15,-3.2,3.0,4.0,92.0,3.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,174.2,-4.2,4.0,4.0,128.0,5.0,2,2,2,0,12,8489.400000000001,0.004455,161.665,461.9,1,-0.0541,0.0053559,15.24,1.64,0
B7U540,acetic acid,trehalose,polysorbate 80,glycine,7.4,25,50.0,200.0,0.045,50.0,0.0802,0.4111,0.3731,0.7506,0,0.7264,0.2566,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,60.05,-0.2,1.0,2.0,37.3,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,0,3,2,1,12,8489.400000000001,0.004455,161.665,461.9,0,-0.0,0.0053559,15.24,1.64,0
B7U540,citric acid,sucrose,poloxamer 188,glycine,7.4,25,50.0,100.0,0.05,125.0,0.1904,0.3722,0.2851,0.7277,1,0.7588,0.2696,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,192.12,-1.7,4.0,7.0,132.0,5.0,342.3,-3.7,8.0,11.0,190.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,1,2,0,1,12,4244.700000000001,0.00495,161.665,230.95,0,-0.0,0.0053559,7.62,1.64,0
B7U540,phosphoric acid,sorbitol,polysorbate 80,none,5.5,4,10.0,300.0,0.01,0.0,0.4723,0.4082,0.2563,0.6344,1,0.5831,0.3943,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,182.17,-3.1,6.0,6.0,121.0,5.0,1310.0,4.5,0.0,26.0,69.0,80.0,,,,,,,3,1,2,3,12,12734.1,0.00099,32.333,692.8499999999999,0,-0.0,0.0053559,22.86,0.26,1
B7U540,phosphoric acid,trehalose,polysorbate 20,glycine,6.0,4,10.0,100.0,0.01,200.0,0.321,0.3963,0.2915,0.6723,1,0.658,0.336,1,433,5.76,-0.099,42.447,48.879,0.0947,0.3118,0.254,0.3649,3.2333,3.2333,2.3095,1.1547,3.0023,11.23,0.76,3.17,0.26,-2.611,0.24,-6.898,0.74,-9.376,1.24,-10.506,1.64,-0.0541,-2.0545,2.1509,0.7555,33,0.0762,97.995,-2.1,3.0,4.0,77.8,0.0,342.3,-4.2,8.0,11.0,190.0,4.0,1310.0,4.5,0.0,26.0,69.0,80.0,75.07,-3.2,2.0,3.0,63.3,1.0,3,3,1,1,12,4244.700000000001,0.00099,32.333,230.95,0,-0.0,0.0053559,7.62,0.24,1
